,title,author,best,image,score
1982,The Academy - Push and Shove,C. L. Stone,0,The Academy - Push and Shove.jpg,0.0006575937732122838
1983,Labor Pains . . . Waiting to push!,Kollin L. Taylor,0,Labor Pains . . . Waiting to push!.jpg,0.00018992935656569898
1984,Give It a Push! Give It a Pull!,Jennifer Boothroyd,0,Give It a Push! Give It a Pull!.jpg,5.851368769071996e-06
1985,Push,Adam Freeman,0,Push.jpg,9.87004823400639e-05
1986,Push Stitchery,Lark Books,0,Push Stitchery.jpg,0.18708258867263794
1987,"Great Push the Battle of the Somme, 1916",William Langford,0,"Great Push the Battle of the Somme, 1916.jpg",4.094656105735339e-06
1988,I'll Push You,Patrick Gray,0,I'll Push You.jpg,0.01551009714603424
1989,The Loving Push,Temple Grandin,0,The Loving Push.jpg,3.7637375498889014e-05
1990,Don't Push the Button!,Bill Cotter,0,Don't Push the Button!.jpg,0.0011282437480986118
1991,"Push, Pull, Empty, Full",Yasmeen Ismail,0,"Push, Pull, Empty, Full.jpg",7.989120786078274e-05
1992,The Kid,Sapphire,0,The Kid.jpg,2.076595606581577e-08
1993,Brain-Powered Lessons--Compare and Contrast,LaVonna Roth,0,Brain-Powered Lessons--Compare and Contrast.jpg,0.0036597212310880423
1994,Compare Numbers To 100,April Barth,0,Compare Numbers To 100.jpg,6.386358802901171e-11
1995,"Compare and Order Numbers To 1,000",April Barth,0,"Compare and Order Numbers To 1,000.jpg",0.0015572150005027652
1996,Number and Operations with Fractions Leveled Problems: Compare Fractions,"Linda Dacey, Ed.D.",0,Number and Operations with Fractions Leveled Problems: Compare Fractions.jpg,0.0012661312939599156
1997,Number and Operations in Base Ten Leveled Problems: Compare Fractions,"Linda Dacey, Ed.D.",0,Number and Operations in Base Ten Leveled Problems: Compare Fractions.jpg,0.0028575409669429064
1998,Biography Strategy Lesson--Compare and Contrast,Garth Sundem,0,Biography Strategy Lesson--Compare and Contrast.jpg,5.688565920536348e-07
1999,"Measurement and Data: Sort, Count, and Compare Practice",Suzanne Barchers,0,"Measurement and Data: Sort, Count, and Compare Practice.jpg",0.000348156871041283
2000,Brain-Powered Lessons--Compare and Contrast Characters,LaVonna Roth,0,Brain-Powered Lessons--Compare and Contrast Characters.jpg,0.007850727997720242
2001,Read & Succeed Comprehension Level 4: Compare & Contrast Passages and Questions,Debra J. Housel,0,Read & Succeed Comprehension Level 4: Compare & Contrast Passages and Questions.jpg,4.661866114474833e-05
2002,Read & Succeed Comprehension Level 1: Compare & Contrast Passages and Questions,Mary Rosenberg,0,Read & Succeed Comprehension Level 1: Compare & Contrast Passages and Questions.jpg,0.00018796634685713798
2003,"Compare Travel Money Guide - Tips, Ordering and Options",raffick marday,0,"Compare Travel Money Guide - Tips, Ordering and Options.jpg",0.002753998851403594
2004,Measurement and Data: Measure and Compare Practice,Suzanne Barchers,0,Measurement and Data: Measure and Compare Practice.jpg,8.917505738281761e-07
2005,Read & Succeed Comprehension Level 2: Compare & Contrast Passages and Questions,Debra J. Housel,0,Read & Succeed Comprehension Level 2: Compare & Contrast Passages and Questions.jpg,2.700934601307381e-05
2006,Read & Succeed Comprehension Level 6: Compare & Contrast Passages and Questions,Debra J. Housel,0,Read & Succeed Comprehension Level 6: Compare & Contrast Passages and Questions.jpg,0.0007093171589076519
2007,Read & Succeed Comprehension Level 5: Compare & Contrast Passages and Questions,Debra J. Housel,0,Read & Succeed Comprehension Level 5: Compare & Contrast Passages and Questions.jpg,3.02258413285017e-05
2008,Read & Succeed Comprehension Level 3: Compare & Contrast Passages and Questions,Debra J. Housel,0,Read & Succeed Comprehension Level 3: Compare & Contrast Passages and Questions.jpg,5.9752319430117495e-06
2009,"Compare & Contrast, Grades 3 - 4",Frank Schaffer Publications,0,"Compare & Contrast, Grades 3 - 4.jpg",1.2725841770588886e-05
2010,"Compare & Contrast, Grades 1 - 2",Frank Schaffer Publications,0,"Compare & Contrast, Grades 1 - 2.jpg",1.0775310101962532e-06
2011,Geometry Leveled Problems: Identify and Compare Angles,"Anne M. Collins, Ph.D.",0,Geometry Leveled Problems: Identify and Compare Angles.jpg,0.002163172932341695
2012,Let's Compare If You Dare,Tracy Kompelien,0,Let's Compare If You Dare.jpg,1.9192061699868646e-06
2013,Operations in Base Ten Leveled Problem: Compare Whole Numbers--More or Less,"Linda Dacey, Ed.D.",0,Operations in Base Ten Leveled Problem: Compare Whole Numbers--More or Less.jpg,0.000600005965679884
2014,Informational Text: Compare and Contrast Practice,Christine Dugan,0,Informational Text: Compare and Contrast Practice.jpg,0.0003156971652060747
2015,Number and Operations with Fractions Leveled Problems: Compare and Create,"Linda Dacey, Ed.D.",0,Number and Operations with Fractions Leveled Problems: Compare and Create.jpg,0.0004936151090078056
2016,Geometry Leveled Problems: Compare and Contrast Shapes,"Linda Dacey, Ed.D.",0,Geometry Leveled Problems: Compare and Contrast Shapes.jpg,0.00036946634645573795
2017,Polar Bears and Penguins: A Compare and Contrast Book,Katharine Hall,0,Polar Bears and Penguins: A Compare and Contrast Book.jpg,3.3972978030760714e-07
2018,"How to analyze and compare scenarios? Evaluation of scenarios dealing with the future of our energy system: DESERTEC, EU-Roadmap 2050, Greenpeace [R]evolution, World Energy Outlook & Shell Energy Scenarios",Stefan Krammer,0,"How to analyze and compare scenarios? Evaluation of scenarios dealing with the future of our energy system: DESERTEC, EU-Roadmap 2050, Greenpeace [R]evolution, World Energy Outlook & Shell Energy Scenarios.jpg",0.0009262714302167296
2019,Numbers Choices Board--Comparing and Ordering Rational Numbers,Wendy Conklin,0,Numbers Choices Board--Comparing and Ordering Rational Numbers.jpg,1.4173518536608753e-07
2020,Brain-Powered Lessons--Comparing Stories,LaVonna Roth,0,Brain-Powered Lessons--Comparing Stories.jpg,0.0049860174767673016
2021,Leveled Texts: Comparing and Ordering Whole Numbers,Lori Barker,0,Leveled Texts: Comparing and Ordering Whole Numbers.jpg,0.00629353616386652
2022,Comparing Patterns of Default Among Prime and Subprime Mortgages,Gene Amromin,0,Comparing Patterns of Default Among Prime and Subprime Mortgages.jpg,0.012854757718741894
2023,How Big?,Jessica Gunderson,0,How Big?.jpg,1.7045233107637614e-05
2024,Guided Math Stretch: Comparing and Ordering--What Comes First?,Lanney Sammons,0,Guided Math Stretch: Comparing and Ordering--What Comes First?.jpg,0.0007569058798253536
2025,"Leveled Texts: Comparing Fractions-Some Are More, Some Are Less",Lori Barker,0,"Leveled Texts: Comparing Fractions-Some Are More, Some Are Less.jpg",0.005570915527641773
2026,Strategic International Human Resource Management,Alexander Michalski,0,Strategic International Human Resource Management.jpg,0.0006805468001402915
2027,Brain-Powered Lessons-Comparing Sizes,LaVonna Roth,0,Brain-Powered Lessons-Comparing Sizes.jpg,0.003914953675121069
2028,Tips & Tricks for Comparing and Contrasting Texts,Sandra K. Athans,0,Tips & Tricks for Comparing and Contrasting Texts.jpg,0.0009246119880117476
2029,Compare Me?,Tammy Evans,0,Compare Me?.jpg,0.00022586619888897985
2030,A+ Guide to Compare & Contrast Essays,Alison Plus,0,A+ Guide to Compare & Contrast Essays.jpg,4.7656296686682253e-08
2031,Measurement and Data Leveled Problems: Counting and Comparing Money,"Linda Dacey, Ed.D.",0,Measurement and Data Leveled Problems: Counting and Comparing Money.jpg,0.0016492315335199237
2032,Comparing Canada,Luc Turgeon,0,Comparing Canada.jpg,6.222305091796443e-05
2033,Academic Vocabulary Level 2--Comparing Folk Heroes,Christine Dugan,0,Academic Vocabulary Level 2--Comparing Folk Heroes.jpg,0.0003587101527955383
2034,Comparing Westminster,R. A. W. Rhodes,0,Comparing Westminster.jpg,0.002096831565722823
2035,Comparing and Classifying Legislatures,David Arter,0,Comparing and Classifying Legislatures.jpg,1.0216891723757726e-06
2036,Number and Operations with Fractions Leveled Problems: Comparing Decimals,"Linda Dacey, Ed.D.",0,Number and Operations with Fractions Leveled Problems: Comparing Decimals.jpg,0.0005474476492963731
2037,High Frequency Word Phrases Level 1--Comparing Words,Edward Fry,0,High Frequency Word Phrases Level 1--Comparing Words.jpg,0.0002506155287846923
2038,Operations in Base Ten Leveled Problem: Comparing Numbers--Number Groups,"Linda Dacey, Ed.D.",0,Operations in Base Ten Leveled Problem: Comparing Numbers--Number Groups.jpg,0.00047090501175262034
2039,Harry Potter and the Sorcerer's Stone,J. K. Rowling,0,Harry Potter and the Sorcerer's Stone.jpg,0.00045287300599738955
2040,Comparing Political Regimes,Alan Siaroff,0,Comparing Political Regimes.jpg,0.0018166291993111372
2041,Comparing Quebec and Ontario,Rodney Haddow,0,Comparing Quebec and Ontario.jpg,6.999347533565015e-05
2042,Comparing Post War Japanese and Finnish Economies and Societies,Yasushi Tanaka,0,Comparing Post War Japanese and Finnish Economies and Societies.jpg,1.048674448611564e-06
2043,Comparing Devolved Governance,D. Birrell,0,Comparing Devolved Governance.jpg,0.0007385337958112359
2044,Comparing Properties,Charlotte Guillain,0,Comparing Properties.jpg,3.499545982776908e-06
2045,Manual of Intensive Care Medicine,Richard S. Irwin,0,Manual of Intensive Care Medicine.jpg,1.8161082948608964e-07
2046,Catastrophic Care,David Goldhill,0,Catastrophic Care.jpg,4.305799666326493e-05
2047,Rethinking Residential Child Care,Mark Smith,0,Rethinking Residential Child Care.jpg,6.962415710631831e-08
2048,Critical Care Obstetrics,George R. Saade,0,Critical Care Obstetrics.jpg,5.843433427799027e-06
2049,Called to Care,Judith Allen Shelly,0,Called to Care.jpg,0.9990715980529785
2050,Time to Care,Joan Lombardi,0,Time to Care.jpg,0.0003810587804764509
2051,"Expect Great Things, Attempt Great Things",Allen Yeh,0,"Expect Great Things, Attempt Great Things.jpg",1.449501716571655e-11
2052,Marx's Attempt to Leave Philosophy,Daniel BRUDNEY,0,Marx's Attempt to Leave Philosophy.jpg,0.0007723504677414894
2053,Veronica's Attempt at Romance,Chantal Bellehumeur,0,Veronica's Attempt at Romance.jpg,0.0009919576114043593
2054,Classical Attempt at Theoretical Synthesis (Theoretical Logic in Sociology),Jeffrey C. Alexander,0,Classical Attempt at Theoretical Synthesis (Theoretical Logic in Sociology).jpg,4.529910256678704e-06
2055,The Unattainable Attempt to Avoid the Casus Irreducibilis for Cubic Equations,Sara Confalonieri,0,The Unattainable Attempt to Avoid the Casus Irreducibilis for Cubic Equations.jpg,0.003092016326263547
2056,What to Expect the Toddler Years,Arlene Eisenberg,0,What to Expect the Toddler Years.jpg,0.04176224395632744
2057,Expect to Win,Carla A Harris,0,Expect to Win.jpg,0.5784761309623718
2058,What to Expect When Your Wife Is Expanding,"Hill,Thomas",0,What to Expect When Your Wife Is Expanding.jpg,0.004599957261234522
2059,What to Expect: Eating Well When You're Expecting,Heidi Murkoff,0,What to Expect: Eating Well When You're Expecting.jpg,0.0002452298649586737
2060,What to Expect When You're Expected,David Javerbaum,0,What to Expect When You're Expected.jpg,0.0009067030623555183
2061,EXPECT!,Banjo Martini,0,EXPECT!.jpg,8.476026414427906e-05
2062,Expect Us,Jessica L. Beyer,0,Expect Us.jpg,0.06802058219909668
2063,What to Expect When You're Expecting 4th Edition,Heidi Murkoff,0,What to Expect When You're Expecting 4th Edition.jpg,0.036510322242975235
2064,What to Expect the First Year,Heidi Murkoff,0,What to Expect the First Year.jpg,6.899051368236542e-05
2065,Talk to God and Expect Miracles,O'Neil Brown,0,Talk to God and Expect Miracles.jpg,0.00012777831580024213
2066,Breastfeeding… What to expect after your miracle has arrived.,Chris Candes,0,Breastfeeding… What to expect after your miracle has arrived..jpg,0.04898151382803917
2067,What Do We Expect from Our Government?,Beryl A. Radin,0,What Do We Expect from Our Government?.jpg,6.5774033828347456e-06
2068,The What to Expect Babysitter and Nanny Handbook,Heidi Murkoff,0,The What to Expect Babysitter and Nanny Handbook.jpg,0.9765225648880005
2069,Expect the Unexpected,Samuel E. Taylor,0,Expect the Unexpected.jpg,3.8377436339942506e-08
2070,Expect the Sunrise,Susan May Warren,0,Expect the Sunrise.jpg,0.00012287126446608454
2071,Happy about Knowing what to Expect in 2009,Mitchell A. Levy,0,Happy about Knowing what to Expect in 2009.jpg,0.0009352620108984411
2072,What to Expect: The Toddler Years 2nd Edition,Heidi Murkoff,0,What to Expect: The Toddler Years 2nd Edition.jpg,0.10231008380651474
2073,What to expect after your miracle baby has arrived.,Chris Candes,0,What to expect after your miracle baby has arrived..jpg,0.015399155206978321
2074,Expectations: We expect so much and give so little...,Delberta Clark,0,Expectations: We expect so much and give so little....jpg,7.660537448828109e-06
2075,What to Expect When No One's Expecting,Jonathan V. Last,0,What to Expect When No One's Expecting.jpg,0.0012257038615643978
2076,What He Can Expect When She's Not Expecting,Marc Sedaka,0,What He Can Expect When She's Not Expecting.jpg,4.8844733100850135e-05
2077,What to Expect: The Second Year,Heidi Murkoff,0,What to Expect: The Second Year.jpg,0.00030699875787831843
2078,You Can't Expect The Unexpected!,Llewenna Butt,0,You Can't Expect The Unexpected!.jpg,2.1145835944480496e-06
2079,What to Expect When You Wed,Nija Quinn-Linton,0,What to Expect When You Wed.jpg,7.072641676828103e-15
2080,As Near Hell as I Ever Expect to Be...,Paul Tremewan,0,As Near Hell as I Ever Expect to Be....jpg,4.141245881328359e-05
2081,What Did You Expect?,Paul David Tripp,0,What Did You Expect?.jpg,7.866893803054609e-09
2082,What They Didn't Expect When They Were Expecting,Leslie Stanley-Stevens,0,What They Didn't Expect When They Were Expecting.jpg,0.0007648610044270754
2083,EXPECT THE UNEXPECTED,C.R.CRANE II,0,EXPECT THE UNEXPECTED.jpg,3.8377436339942506e-08
2084,"What to Expect in Reformed Worship, Second Edition",Daniel R. Hyde,0,"What to Expect in Reformed Worship, Second Edition.jpg",0.00026803193031810224
2085,What to Expect When You're Expecting Hatchlings,Bridget Heos,0,What to Expect When You're Expecting Hatchlings.jpg,4.534513209364377e-05
2086,What to Expect When You're Expecting Larvae,Bridget Heos,0,What to Expect When You're Expecting Larvae.jpg,2.7425394364399835e-06
2087,What to Expect When You're Expecting Joeys,Bridget Heos,0,What to Expect When You're Expecting Joeys.jpg,4.9577529352973215e-06
2088,What to Expect in Seminary,Virginia S. Cetuk,0,What to Expect in Seminary.jpg,4.670544506701901e-10
2089,When You Least Expect It,Whitney Gaskell,0,When You Least Expect It.jpg,0.0019098722841590643
2090,"Always, Yes Always, Expect Miracles!",Kassie Wright,0,"Always, Yes Always, Expect Miracles!.jpg",4.6304441639222205e-05
2091,"Turbulent Times, You Can¿t Expect Others to Save You, In",Gregory Shea PhD,0,"Turbulent Times, You Can¿t Expect Others to Save You, In.jpg",9.256913813260326e-07
2092,How to Expect What You're Not Expecting,Jessica Hiemstra,0,How to Expect What You're Not Expecting.jpg,1.393184220432886e-06
2093,The Child They Didn't Expect,Yvonne Lindsay,0,The Child They Didn't Expect.jpg,0.0005248528905212879
2094,What to Expect When You Go to Court,Robert Franks,0,What to Expect When You Go to Court.jpg,5.1966530008940026e-05
2095,How to Master Online Learning: What to Expect,Peterson's,0,How to Master Online Learning: What to Expect.jpg,0.613818347454071
2096,"What to Expect: The Congratulations, You're Expecting! Gift Set",Heidi Murkoff,0,"What to Expect: The Congratulations, You're Expecting! Gift Set.jpg",0.00662021292373538
2097,What Can Low-Income Countries Expect From Adopting Inflation Targeting?,Miss Alexandra Peter,0,What Can Low-Income Countries Expect From Adopting Inflation Targeting?.jpg,0.002619618782773614
2098,What to Expect When You're Expecting,Heidi Murkoff,0,What to Expect When You're Expecting.jpg,1.3780217159364838e-05
2099,Expect the Miraculous,Carol Romeo,0,Expect the Miraculous.jpg,0.00015763062401674688
2100,Training Camp,Jon Gordon,0,Training Camp.jpg,7.30721076251939e-05
2101,"Art of the Pie: A Practical Guide to Homemade Crusts, Fillings, and Life",Kate McDermott,0,"Art of the Pie: A Practical Guide to Homemade Crusts, Fillings, and Life.jpg",0.00012998025340493768
2102,Buddhist Boot Camp,Timber Hawkeye,0,Buddhist Boot Camp.jpg,0.05129122734069824
2103,Taylor Camp,John Wehrheim,0,Taylor Camp.jpg,0.0031617949716746807
2104,Camp Buccaneer,Brian James,0,Camp Buccaneer.jpg,0.00016414177662227303
2105,Camping Florida,Rick Sapp,0,Camping Florida.jpg,7.653483407921158e-06
2106,Clone Camp!,B. A. Frade,0,Clone Camp!.jpg,0.003068735124543309
2107,Camp Maqua,Kathryn A. Baker,0,Camp Maqua.jpg,2.7686146495398134e-05
2108,Spy Camp,Stuart Gibbs,0,Spy Camp.jpg,0.00020193101954646409
2109,Summer Camp Secrets,Katy Grant,0,Summer Camp Secrets.jpg,0.0011262770276516676
2110,Camp Colt to Desert Storm,George F. Hofmann,0,Camp Colt to Desert Storm.jpg,1.0750388810265576e-06
2111,Girl Scouts Camp Alice Chester,Jean Krieg,0,Girl Scouts Camp Alice Chester.jpg,5.360765499062836e-06
2112,A History of Camp Noquochoke,Michael J. Vieira,0,A History of Camp Noquochoke.jpg,0.05691499263048172
2113,"Camp Nelson, Kentucky",Richard D. Sears,0,"Camp Nelson, Kentucky.jpg",1.1967003956669942e-05
2114,Faithfully Religionless,Timber Hawkeye,0,Faithfully Religionless.jpg,2.20764539982099e-09
2115,Camp Edwards and Otis Air Force Base,Donald J. Cann,0,Camp Edwards and Otis Air Force Base.jpg,8.698794431438728e-07
2116,Camp Counseling,Joel F. Meier,0,Camp Counseling.jpg,4.0893760342441965e-06
2117,Cities Called Athens,Kevin F. Daly,0,Cities Called Athens.jpg,1.1771891017531289e-08
2118,Story of Camp Douglas,David L. Keller,0,Story of Camp Douglas.jpg,0.9550043344497681
2119,Camp Rilea,Andrea Larson Perez,0,Camp Rilea.jpg,0.00021629991533700377
2120,Brain Camp,Susan Kim,0,Brain Camp.jpg,0.717522144317627
2121,Day Camp Programming and Administration,Jill Moffitt,0,Day Camp Programming and Administration.jpg,4.4203090965311276e-07
2122,Murder at Camp Delta,Joseph Hickman,0,Murder at Camp Delta.jpg,5.1631177484523505e-05
2123,Camp Dodge,Mary L. Jones,0,Camp Dodge.jpg,6.787700956856213e-10
2124,Canoe and Camp Cookery,Seneca,0,Canoe and Camp Cookery.jpg,0.9997169375419617
2125,Camp Ma-Ka-Ja-Wan,Ian Hopkins,0,Camp Ma-Ka-Ja-Wan.jpg,3.0138167858240195e-05
2126,Camp Bullis,John M. Manguso,0,Camp Bullis.jpg,0.01307684276252985
2127,The Camp Tripper,Patrick Dzieciol,0,The Camp Tripper.jpg,1.9437209175521275e-07
2128,Cheerleading Camp,Sara Green,0,Cheerleading Camp.jpg,2.2234429408740652e-08
2129,Coal Camp Kids,Margie J Pittman,0,Coal Camp Kids.jpg,0.1094474196434021
2130,The Treblinka Death Camp,Chris Webb,0,The Treblinka Death Camp.jpg,3.060321614611894e-05
2131,The Camp,Ralph Inzunza,0,The Camp.jpg,0.012974097393453121
2132,Old-Time Camp Stoves and Fireplaces,A. D. Taylor,0,Old-Time Camp Stoves and Fireplaces.jpg,0.0005582181038334966
2133,Nerd Camp 2.0,Elissa Brent Weissman,0,Nerd Camp 2.0.jpg,5.5677464843029156e-05
2134,Fade,Kyle Mills,0,Fade.jpg,0.020559510216116905
2135,Fade to Black,Robert Goldsborough,0,Fade to Black.jpg,3.958241734380863e-07
2136,Fade to Blue,Sean Beaudoin,0,Fade to Blue.jpg,0.9348164796829224
2137,"Fade In, Crossroads",Robert Jackson,0,"Fade In, Crossroads.jpg",5.064922333986033e-06
2138,Fade to Black and White,Erica Chito Childs,0,Fade to Black and White.jpg,3.3655858715064824e-05
2139,As Shadows Fade,Colleen Gleason,0,As Shadows Fade.jpg,5.046326689850389e-10
2140,How to Fade Like Griffin,Kendrick D. Henderson,0,How to Fade Like Griffin.jpg,2.0447753712460326e-08
2141,Fade-Out,Patrick Tilley,0,Fade-Out.jpg,0.0005285126389935613
2142,Fade to White,"Edward A. Nichols, M.D.",0,Fade to White.jpg,7.842550985515118e-06
2143,Fade Out,Nova Ren Suma,0,Fade Out.jpg,2.478130227245856e-05
2144,Never Fade,Alexandra Bracken,0,Never Fade.jpg,0.16897599399089813
2145,The Slow Fade,Matt Prager,0,The Slow Fade.jpg,0.08759721368551254
2146,Not Fade Away,Ronald C. Gordon,0,Not Fade Away.jpg,3.0648254323750734e-05
2147,Fade To Midnight,Shannon McKenna,0,Fade To Midnight.jpg,3.1572021725878585e-06
2148,Fish Also Fade,Yifat Lavi,0,Fish Also Fade.jpg,0.0033860732801258564
2149,The Fade Out #2,Ed Brubaker,0,The Fade Out #2.jpg,4.002328932983801e-05
2150,"Crawl, Fade to White",Sheila Callaghan,0,"Crawl, Fade to White.jpg",0.7972401976585388
2151,Slow Fade to Autumn,Anthony Lawrence,0,Slow Fade to Autumn.jpg,0.001094664796255529
2152,When Memories Fade:,Tyora Moody,0,When Memories Fade:.jpg,0.001861965749412775
2153,FADE Fighting Against Demonic Entities,Karen L. Tarango,0,FADE Fighting Against Demonic Entities.jpg,0.00032049042056314647
2154,Fade into Red,Reshma K Barshikar,0,Fade into Red.jpg,0.9300329685211182
2155,The Fade Out #4,Ed Brubaker,0,The Fade Out #4.jpg,7.034966256469488e-05
2156,Until the Colours Fade,Tim Jeal,0,Until the Colours Fade.jpg,0.16771502792835236
2157,Fade Into Lost Love,Michael Hill,0,Fade Into Lost Love.jpg,2.701673793126247e-06
2158,After the Fade,Ronald Malfi,0,After the Fade.jpg,0.03405791521072388
2159,Fade to Gray,Emery C. Walters,0,Fade to Gray.jpg,0.13377028703689575
2160,Ashes of the Phoenix,Jane Fade Merrick,0,Ashes of the Phoenix.jpg,0.009075978770852089
2161,Before Memories Fade,Melvin H. Dick,0,Before Memories Fade.jpg,9.437131666345522e-05
2162,Zero Fade,Chris L. Terry,0,Zero Fade.jpg,2.3855573090258986e-05
2163,The Fade Out Vol. 1,Ed Brubaker,0,The Fade Out Vol. 1.jpg,1.295557649427792e-05
2164,Slow Fade to Black,Richard B. Jewell,0,Slow Fade to Black.jpg,0.0003446327755227685
2165,Fade Out: The Morganville Vampires Book Seven,Rachel Caine,0,Fade Out: The Morganville Vampires Book Seven.jpg,2.2050238840165548e-05
2166,Where Roses Fade,Andrew Taylor,0,Where Roses Fade.jpg,0.0011541611747816205
2167,Fade to Blonde,Max Phillips,0,Fade to Blonde.jpg,4.572330851715378e-07
2168,Rub It In,Kira Sinclair,0,Rub It In.jpg,0.00048380758380517364
2169,Death Rub,Ashantay Peters,0,Death Rub.jpg,0.1117066815495491
2170,Rub Down,Suzanne Rock,0,Rub Down.jpg,2.5651774038237818e-08
2171,Rub Out My History,Con Krüger,0,Rub Out My History.jpg,1.1087879101978615e-05
2172,Rub of the Green Revisited,Bob Arnett,0,Rub of the Green Revisited.jpg,0.000373129325453192
2173,"Marinades, Rubs, Brines, Cures and Glazes",Jim Tarantino,0,"Marinades, Rubs, Brines, Cures and Glazes.jpg",0.0002647447108756751
2174,50 Pulled Pork Dry Rub Recipes,Eddy Matsumoto,0,50 Pulled Pork Dry Rub Recipes.jpg,0.36137086153030396
2175,The Rub of Cultures in Turkey,Frank A. Stone,0,The Rub of Cultures in Turkey.jpg,0.000513421546202153
2176,The Rub,J. A. Carter-Winward,0,The Rub.jpg,5.9371890529291704e-05
2177,There's the Rub,Joseph M. Humbert,0,There's the Rub.jpg,0.05376908928155899
2178,Let God Rub You the Wrong Way,Vernessa Y. Fountain,0,Let God Rub You the Wrong Way.jpg,9.599387703929096e-05
2179,"107 Barbecue Sauce, Rub and Marinade Recipes","Rupert C. Robertson, III.",0,"107 Barbecue Sauce, Rub and Marinade Recipes.jpg",1.041749601427e-05
2180,Impedance Source Power Electronic Converters,Yushan Liu,0,Impedance Source Power Electronic Converters.jpg,0.005607150960713625
2181,Rub Out the Words,William S. Burroughs,0,Rub Out the Words.jpg,9.517252437529766e-13
2182,Rub Me All the Way,Xavier Neal,0,Rub Me All the Way.jpg,0.039568692445755005
2183,Boarding School Homosexuality,Michael Hone,0,Boarding School Homosexuality.jpg,4.088924199230348e-10
2184,Rub Me Raw [Suncoast Society],Tymber Dalton,0,Rub Me Raw [Suncoast Society].jpg,0.6807488799095154
2185,Don't Rub Yourself Against My Ass,Various,0,Don't Rub Yourself Against My Ass.jpg,4.205094683129573e-06
2186,The Spice Rub Cookbook,Kerry Costello,0,The Spice Rub Cookbook.jpg,9.326216172667046e-07
2187,Avalanche Alert,Jan Burchett,0,Avalanche Alert.jpg,8.860430534696206e-05
2188,Amber Alert,Boss Lady Mae,0,Amber Alert.jpg,1.8386916877943804e-08
2189,"Life Alert: I've Fallen, and I Can't Get Up",Carolyn Murphy,0,"Life Alert: I've Fallen, and I Can't Get Up.jpg",0.0005679429159499705
2190,"Justice, A Queen's Seizure Alert dog. It's my job to alert her!",JODY ROSE FURRH,0,"Justice, A Queen's Seizure Alert dog. It's my job to alert her!.jpg",2.9821592761436477e-05
2191,Alert Medical Series: Internal Medicine Alert I,"Ala Sarraj, MD",0,Alert Medical Series: Internal Medicine Alert I.jpg,0.0007654651417396963
2192,On Shaky Ground,John J. Nance,0,On Shaky Ground.jpg,0.0
2193,When implausible events occur,Lucia Moroşanu,0,When implausible events occur.jpg,6.808621037635021e-06
2194,When the Inevitable Surprises Occur. . . Are You Ready to Diffuse the Situation with the Right Questions?,Terry J. Fadem,0,When the Inevitable Surprises Occur. . . Are You Ready to Diffuse the Situation with the Right Questions?.jpg,1.988631055382939e-07
2195,Sancho Panza's Proverbs: And Others Which Occur in Don Quixote (1872),Miguel De Cervantes Saavedra,0,Sancho Panza's Proverbs: And Others Which Occur in Don Quixote (1872).jpg,0.0003053515392821282
2196,Then A Miracle Occurs,Christopher R. Agnew,0,Then A Miracle Occurs.jpg,5.7711769585466755e-08
2197,Anxiety + Depression: Effective Treatment of the Big Two Co-Occurring Disorders,Margaret Wehrenberg,0,Anxiety + Depression: Effective Treatment of the Big Two Co-Occurring Disorders.jpg,0.0002930275513790548
2198,Naturally Occurring Radioactive Materials in Construction,Wouter Schroeyers,0,Naturally Occurring Radioactive Materials in Construction.jpg,7.287627723506773e-10
2199,Bar-20,Clarence Edward Mulford,0,Bar-20.jpg,1.8502398688724497e-06
2200,Gather Together in My Name,Maya Angelou,0,Gather Together in My Name.jpg,0.0002270232216687873
2201,Gather Yourselves Together,Philip K. Dick,0,Gather Yourselves Together.jpg,0.0005109225166961551
2202,Gather Up the Fragments,Cynthia Hill,0,Gather Up the Fragments.jpg,0.00022435518621932715
2203,When Rain Clouds Gather,Bessie Head,0,When Rain Clouds Gather.jpg,0.00013749614299740642
2204,Shall We Gather,MADELINE MACNEIL,0,Shall We Gather.jpg,3.169112616774328e-08
2205,"How to Gather Information, Take Notes, and Sort Evidence",Sara Howell,0,"How to Gather Information, Take Notes, and Sort Evidence.jpg",1.4229173757485114e-05
2206,We Gather Together,Neil J. Young,0,We Gather Together.jpg,0.0009105851058848202
2207,While Dangers Gather,William G. Howell,0,While Dangers Gather.jpg,0.00027831632178276777
2208,If Birds Gather Your Hair for Nesting,Anna Journey,0,If Birds Gather Your Hair for Nesting.jpg,3.79247467208188e-05
2209,Gather Us Up and Bring Us Home,Shasta Grant,0,Gather Us Up and Bring Us Home.jpg,0.0005917212693020701
2210,Plain Meetinghouses,Beth Oberholtzer,0,Plain Meetinghouses.jpg,0.0006215902976691723
2211,"Pick a Circle, Gather Squares",Felicia Sanzari Chernesky,0,"Pick a Circle, Gather Squares.jpg",0.00028638020739890635
2212,Come Gather 'Round,Carol Cimino,0,Come Gather 'Round.jpg,0.0002747303224168718
2213,Robustness and Complex Data Structures,Claudia Becker,0,Robustness and Complex Data Structures.jpg,6.686530105071142e-05
2214,Grown & Gathered,Lentil Purbrick,0,Grown & Gathered.jpg,7.736147011883077e-08
2215,The Murder Room,Michael Capuzzo,0,The Murder Room.jpg,0.0049325404688715935
2216,Of Form & Gather,Felicia Zamora,0,Of Form & Gather.jpg,0.0011361433425918221
